text,emotion
nefsy ashofko w7sheny gdan,happiness
eh el gamal da yabny,happiness
dr zeinab allah y7r2ha,angry
ana msh ader akmel aktar men kda 3shan mday2 we z3lan,sadness
yarab twl3 fe mkank b7a2 kol mara fat7t feha whatsapp w maklmtnesh..,angry
kol sana w kol el nas mabsoota kda,happiness
lma modares ye2lesh,surprise
enta ezay 7elw kda,happiness
eh el amar da ,happiness
b7bak gdan walahy,happiness
ana mar3ob men 7aga zay kda,fear
de 7adota mor3eba,fear
eh el araf da mb7bosh,angry
msh 3ayez ashofak tany,angry
ygamed nta y5atr,neutral
mai 3 yasmena 3 yara1 rehan 1,neutral
leh wnto mganen wla eh y7pipty,neutral
weshm3ana ana btrody 3lia bsor3a,neutral
5alas mashy,neutral
my aham haga anha badhkny,neutral
la amo hmada keda hy2olna klam we7sh,neutral
mai 3 yassmna 3 yara1,neutral
ektby tany english,neutral
nazel brdo 10 isa hro7 mshwar kda w agy elgam3a,neutral
mai 3 yasmena 2,neutral
w7shny sotak awii,happiness
dna al a3raf sa3a 3ank lakn fashel fel ba2i bgd.,sadness
asasy eltzam b2a ?mfesh man3?,neutral
net zy elzeft,angry
eshta,neutral
ehlef kda?,neutral
y bnty dh,neutral
mafesh ahla,neutral
sutu wallahe,neutral
bgd ?,neutral
shaghal aho 3ala mbc2,neutral
l7d lma tkuni zkya ?,neutral
done elhamdollah,happiness
? : m3rfaksh bsraha bs tweets helwa w shklk mohtram?,happiness
mafish mel a7mar,neutral
mafish moshkela hader?,neutral
w nta tyb ?,neutral
el 7ob mashy keda enty,neutral
mbc2 el naharda me3adia?,neutral
da 7a2e2y,neutral
msh 2odam elnas keda ya baby,neutral
3shan enty nahs ma3rofa ya3ne ?,sadness
yaret walahy kan yanf3 kont get aklto fe amsterdam,neutral
? bhbk aktar,happiness
bnsm3 23'any w 3lyna emt7an physics bokra @sheriefmuhamedd,neutral
ana kol ma aft7 app l sora f weshy,neutral
ana kol el bashrya btetgahlny.,neutral
wana bfakr?,neutral
dina w bas el hob kolo ?,neutral
na 3arfa,neutral
ryada,neutral
enty nemty w bt7lamy bayenn..,neutral
habeby y lighty ybark,neutral
ana b7bek awi eh da,happiness
habeby howa ashan ehna etklmna youmen yb2a bhbk? ya 3abet enta zy okhty.,neutral
law htb3do w t2rbo b mzagko mt2rboosh ml awal ahsan,neutral
kolo byban 3la wa2t elgadd,sadness
amo hmada gayb hdaya 7elwa ro7y e3mly shopping ?,neutral
ana bakrahak awii,angry
ana motfag2 bel7war da zayoko kda,surprise
ana 5ayef da y7sal,fear
leh ya enas gbty eh ?,neutral
muhtemelan a?k,neutral
el72 ! ekwad dah shokoki feeh ba2et tezid,neutral
meghan trainor a23da btr23 l katyperry b2lha ftra msh deh elmshkla . elmshkla en mfesh ay rad mn katyperry 5ales,neutral
ana mabsoot beky walahy,happiness
ana b7eb aady w2t m3ako,happiness
eh al youm al khara da,angry
ana msh 3ayez at3sab,angry
saya kawan,neutral
7awel mt5afsh bs el final kan momet,fear
ana 5ayef aro7 el gam3a,fear
eh el mofg2at el 3ala el sob7 de,surprise
akol eh? hanrooh feen enhrda?,neutral
ana msh tay2 ashofo laaa,angry
el 7afla hanet to7faa,happiness
kan yom 7elw f3lan ,happiness
e7trem nafsak badal ma at3sab,angry
el gaw el bard da bygeb za3al ,sadness
ana shoft a7lamy btt7a2a2 w da by5aleny far7an,happiness
ana z3lan men el mawkef da,sadness
ana mabsoot menak enhrdh,happiness
ana msh ader akmel khayef y7sal 7aga w7sha,fear
el yom kan 7elw awii w kont mabsoot ,happiness
ana msh h2dar akmel 3shan z3lan ,sadness
la mosta7el akmel ana 5ayef awi,fear
mofag2a,surprise
sa3ed,happiness
z3lan men el7asal z3lan,sadness
rabena ykhaliko lba3d love you.,happiness
omal ana ro7t,neutral
-3ayza eh fe 3eed el om? -ana msh 3ayza 7aga yabne -leh keda bs ya mama! .. -alo aywa yabne khalas han5rg fe 3ed el om mama msh 3ayza 7aga,neutral
a7la moslsal shofto w 3agabetny fekreto l7ad delwa2ty ?,happiness
ana mabsota awii,happiness
3ndy emt7an msh fady w al2an,fear
ana 5ayef as2at fel final ,fear
ana shelt el mada de w z3lan awii ,sadness
ana zakert w la2etny sa2et b3dha w da yz3al awii,sadness
leah bt2ol kda 7d kan by7awel yqne3k bkda,neutral
khalas ba'a matsy7lesh kda hagy olt insha'llah ya3ny,neutral
malhom,neutral
leeh y3ny,neutral
oum kolthom,neutral
fe wa7d delwa2ty awel mara ashufu 7elw fashkh,happiness
ana ba3ml el fi demaghy heta low masr kolaha shyfa,neutral
b7bak gdan w mabsoot eny shoftak,happiness
ana 7azen awii kda ,sadness
mt3mlhash 3lshan al nas,neutral
3la fekra de oghnyet ah lw l3bt ya zahr mashy w rakzy 3ndna emthan bokrra yekhrbetk,neutral
er7am nafsak kda htz3al,sadness
mofag2a!,surprise
bkrah el mo7en ?,neutral
bgd aktebha 3la,neutral
mt3sab,angry
ana 5ayfa men el gai,fear
enta habibi by karim mohsen on ?,neutral
mofag2a 7elwa awii,surprise
dm it 7ata ?,neutral
gama3a olooli el first impression 3ani please,neutral
msh ha2ol 8er enak ro7 alby w mabsoot awii,happiness
wallahy mafesh mn l zaha2.,sadness
eh el araf da w7sh,angry
ana z3lan menak,sadness
5ayef men el gaii,fear
selena 3mla tatto bel3rby ya gama3a..,neutral
la2 he will mat2oleesh kda,neutral
mabsoot eny shoftak yomha,happiness
ana 3omry ma koft zay enhrdh,fear
eh el araf da ana mt3sab,angry
tab law omt w gbthalk..,neutral
ana msh msda2 ana masdoom,surprise
eh el mofg2at el 8areba de,surprise
mashy :'),neutral
