,Tweet,Sentiment
1952,matklmnsh gher mara bas shaklk tayb,positive
1953,eh da eh elli 7assal da msh enty la2,neutral
1954,matklmnash gher kam mara bas demagghk bt3gbny,positive
1955,bas walahi dlwati bahebk gedan,love
1956,sa7 elkalam,positive
1957,walahi enti l wahshani yala net2abel,positive
1958,enty 3arfa l feha mengher kalamm,positive
1959,mesh bntklm kteer khaless bas bhebk,love
1960,damak khafef yabakht sohabak,positive
1961,enta a5ona wallahy a7la far7a f donya,positive
1962,msh l2ya haga a2olha f3lan mdy2a,negative
1963,ma3rfkesh bas basma3 3anek kalam helw,positive
1964,d7kena m3aky lw momkn,positive
1965,leeh l twator,negative
1966,e7na bnkhaf mn emt7nat,negative
1967,la nehda keda fe eh,negative
1968,habebti ana kaman bahebk gedan,love
1969,7amdela 3la slamtk,positive
1970,lesa kont bafkar aktbha enti fi bali,positive
1971,l msh saybny f bs ba7ebak awy,love
1972,akid btetarya2,negative
1973,3ayz brdo zayak,neutral
1974,ybny mat3rf b7bk ad tebtak de bastagda3ak gedan,love
1975,ana m7tga 7d bgd ana lwahdi,negative
1976,ana d7kt gamd oxcembellah,happy
1977,ya ged3an salo 3al naby mesh keda,negative
1978,ana 3ayez asfer w a3od odam el bahr 7waly shahr masalan,positive
1979,3rftak mn kam shahr bas bahebak,love
1980,wana ba7ebak awy walahy,love
1981,leeh ya baba bt2ol kda,negative
1982,mats2alnish met3asab leh,angry
1983,3eeb 3aleek yasta eltry2a deh,negative
1984,7abebty,love
1985,rbna y5leko yrgala wlahy,positive
1986,aktr 7aga gamda f update ios 93 night shift,positive
1987,walahi wahshteni,positive
1988,shbhna 3ala ba3d bs tle3t laziz,positive
1989,7abeby 3eshret 3omr,love
1990,el sama3at bta3ty bazet,negative
1991,b3ayt,negative
1992,anta cute ahouh feha ya 7assona,positive
1993,ay 5dma ya shaba7,positive
1994,ana wslt el level el helw da mn zaman,positive
1995,ana tahamast msh ader astana,happy
1996,fatra w ht3dy msh hafdal medaye2,negative
1997,w enti ya hbibti bamout fiki,love
1998,blash,negative
1999,tmam 7obi,positive
2000,mashy w na bokra hgblk l gdwl brdo,positive
2001,keda b2et nace7,positive
2002,msh fahma haga yart twde7 aktr,negative
2003,enta bt3mel retweet lebnat samra wana samra fa ha,angry
2004,shaklo wehesh,negative
2005,wallah 7abebi ya zol,love
2006,tayb mmkn ntshrf b 7drtk,positive
2007,el tweet 3ala wd3ha,positive
2008,5ayfa agrbha aked htb2a s3ba,negative
2009,mesh 3arf walahy a2olk bs na b7bk y3ne,love
2010,shkly hatnayl anafad,angry
2011,kolna kda wlahy ya sis,neutral
2012,la de m4 h3mlha retweet 3a4an m4 7assha,negative
2013,walahi anti aktar wahda ray2a shooftha f dmaghi,positive
2014,music ya shabab keda,happy
2015,bs ana msh nasy el3zoma,positive
2016,endfo b2a mn gwa kda,negative
2017,la mat5fesh control,positive
2018,kol el amaken btfkrny biko ahla ayam,positive
2019,oksem bellah enta gabt el mofed yabny,happy
2020,3la wad3k ya shab7,positive
2021,f dahya,negative
2022,shayfa el nas msh batfarag 3al 3esh2 el mamno3 dh mn 2011 dh enkarad,neutral
2023,vow 3la mbc2 yala n3mel fshar,happy
2024,bestfriends bytla3o a3zar le ba3d,positive
2025,batkhad kol a3ml fav l tweet,negative
2026,la ybni khlas kolha 2 days w hagy abhdelak,negative
2027,enty leh f hayaty walahy leh,negative
2028,enkk 3arfa enkk whsha,negative
2029,rabana yakhalik lea,love
2030,fe madrasty kano bykhalona nzaker novels w nmt7en fiha lel asaf,negative
2031,hay3rafo emtak ba3deen,neutral
2032,wala za3ly yefre2 ma3 hdd,negative
2033,yekdebo el kedba w yedhako f weshak,negative
2034,gay el ma5roba bokra,negative
2035,enta kwis mn gowa keda wallahy,positive
2036,wel may2darsh,negative
2037,a5oya el kber habibi,love
2038,lw sam7ty el cowboy hat el helwa deh mn turkya,positive
2039,fokek ehna gamdeen awe,positive
2040,3omry m nedemt,positive
2041,fe eh ya ash2a ash2yt wallahy 3eeb ya ostaz,angry
2042,dyman mawgod wa2t lama bakon mehtgak,positive
2043,rkhessa hatiha,positive
2044,kol sana wa mama taeba,positive
2045,kont wa2ef fl concert bs mat3mlnsh khales bs bahsak laziz,positive
2046,okay msh 3arfa eh l 7aslna bs dyman hatfdali haga mohema 3andi love u,love
2047,twitter asln lam awe w ba2a w7sh gdnn,negative
2048,t3esh watsaly,positive
2049,ba3sha2o bgd,love
2050,byday3li w2ty gdn 3n ay app tany oksem bellah,negative
2051,akeed la2a ya3ni,angry
2052,helw wlahy awi,positive
2053,mafesh kelma 3edla a2olha msh 3arfa,negative
2054,mknsh mnadel khthm mnk l nahrda,negative
2055,3l wd3o w 3arf nfaso,positive
2056,rabana m3ak ya rays,positive
2057,barbry ferind 7beby bellah w tayb w gad3 w ragel m3 ay 7ad w sdeky,love
2058,olna mn el awel,negative
2059,eh l swad l f 2lbk dh,negative
2060,ma3rfkesh awel entba3 sha5sia mo7trama,positive
2061,el enta shayfo ya hbibi,positive
2062,3eid meiladk emta ayzin nahtafel,happy
2063,fat7alah nt3amel btre2a a7san mn kda,negative
2064,ana shakli hakamel atra2a,happy
2065,salamtk,positive
2066,fol ya rabbit ntfrg ana w anta bas ba2a,positive
2067,3shan zaharto 3la ha2e2tko,negative
2068,mfesh yabnty danto banat ay ytmna y3rfko,positive
2069,ezz khlas enta etkabast,negative
2070,ento mn as3ab elnas,negative
2071,m3lshy 2alby,love
2072,enty lama bttklmi btdai2ini,negative
2073,bd2t afqd qowaya el 3qlya bsbabo,angry
2074,yabny ana bawad7 law 3ayzny matklmsh tmam,neutral
2075,ay habal,negative
2076,mtolosh eno himot dana awadeko f dahya,angry
2077,rbna m3ki hat3meli helw,positive
2078,na ba2ol tnam 3shan 3andk mdrsa bokra kfaya sahar,negative
2079,mwakf wehsh,negative
2080,fen el arf,negative
2081,kfaya zan,angry
2082,3yza a2olk batfarag ala great gatspy w momel awi,bored
2083,ew3a ashba7 biomedical,positive
2084,da afash meni,negative
2085,w y5leky lya w yhaneky w 24ofk 2s3d w7da fl donya yarab,love
2086,fekrt el mozkra aslun mot3eba,negative
2087,ana ektashaft enaharda enny momken a3ayat f ay hetta,negative
2088,mafesh 7aga bt7sal mn 3er sabab,positive
2089,rbna y5leke lya,love
2090,fkrah bs ole ya rab,positive
2091,konty m3aya fe ebtda2y tayba gedan mo7trma damk 5afef,positive
2092,yla rekhma,negative
2093,w74tene awe ya bnt ente,love
2094,hamot bgd mn elt3ab,negative
2095,albi alah yaslmk rabna ya5liki lea,love
2096,habebe 3ady hanwsal msh hanfdl kda,positive
2097,howa 3ml like leeh,negative
2098,ma3lshh enta adaha,positive
2099,ah wallahy ya 3amna,positive
2100,w74tne,love
2101,a3dt bzbtt 3 mrat bs bgad mafesh zayk kter m3rfkesh bs bfrh bashufkk,positive
2102,rohy alby,love
2103,sa7by m3aya fe el school ragel,positive
2104,w ana m3ak dayman msh hasibk,positive
2105,msh hata3raf takhud ha2ak,negative
2106,tb w ana eh ya3ni,angry
2107,m3lsh da mosem el natega mb2tch b7lam 3er beha y3di el kabous da,negative
2108,a5oia btshelny fe el le3b,negative
2109,yalla ana motahamesa,happy
2110,de el safarya de azbatetle hgat kteer helwa,positive
2111,fe 50 gneh da3t w na bgablha elhadya,negative
2112,bashufkk kterr amora gedn,positive
2113,kfaya dehketkk de lwhedha tohfa,positive
2114,allah yalla,happy
2115,nti 3arfa m3ztk 3ndi bgd nti elly tl3t beki mn el app,love
2116,helw awi 5odeeny ma3aki,happy
2117,wenty rabena ye5aleky wallahy,love
2118,mahoma msh bykalemoni gheer w homa zah2aneen,negative
2119,lazem nbda2 nzaker ehna met2khrin awi,negative
2120,wala yehemek rabena y5aleky wallahy el 3azeem ana ba7bek,love
2121,alby b342k bs kda,love
2122,w ma3kk w tkon m3 ally bt7bhom,positive
2123,rbna yfrehk daymen w tkon kewyss,positive
2124,hayate enty aslun wahshany gudn walahe,positive
2125,fy dars bokra bio msh ader,negative
2126,etklmna kam mara keda tayeb awi w mohtram wlahy,positive
2127,sanaweya 3ama issues,negative
2128,dwrt f 2lbe 3la 7aga tz3lne mnk ml2etsh 7ta el z3l rade 3nk,love
2129,mashy wala htfdal msh fahm,angry
2130,away mabsout eni hagi,happy
2131,7bibty w hayati,love
2132,suhabi beye2lole yala n5rg,positive
2133,ahla zamlkweya fel donya wlahy cute w tayeba awi,positive
2134,ana olt ank gad3a men awel matklmna,positive
2135,mn kotr el mozkra elly mbft7sh,negative
2136,na msh a2ol 8eer eny b7bk w msh shayf nfse 8eer leek,love
2137,ta3ban awi enaharda,negative
2138,el tweets bt3tak funny awi btdhhak w jacketak helw fel avatar,positive
2139,ymkeen y2ol kelma 3edla,negative
2140,tyb nzla ashofko hnak b2a,positive
2141,nefsy a3yatt,negative
2142,mn 27la el ayam f3ln,happy
2143,kona bntklem mn fatra tayeb awi,positive
2144,bala klam momel,bored
2145,msh 3arfa maklmtksh abl keda bs lek zo2 fel music helw,positive
2146,enty kman w7shany walhy wrko 7aga el arb3 wla la,positive
2147,3la wd3k,positive
2148,ay 7eta bas nkhrug bara africa momkn nru7 dubai,positive
2149,3ayza sanateen talata agaza keda yarab ba2a,negative
2150,kol da 3shan 2oltlk 3la el design w7sh,negative
2151,enti sa7,positive
2152,yekfek shar el zalem,positive
2153,dr zeinab msh bahebaha,negative
2154,w ely kont ba2ol 3leha bestfriend btbosly w tlft weshha 3lshan mtslmsh,negative
2155,yarab twl3 fe mkank,negative
2156,kol sana w kol elomhat b kheer,positive
2157,mot5laki zmano krah nafso wl youm li fakr yklmk wla ys2lk 3n 7aga,negative
2158,haga wehsha lma modares ye2lesh,negative
2159,aw maykonsh asdi khalis w yakhodha 3la nafso,negative
2160,rbna yhdeko yrb w mnb2sh ziko,negative
2161,wala e7na mesh ad el ma2am msh fahma ya3ni,angry
2162,la argoko mat2kdush enko wehshin ya gama3a la,negative
2163,leh wnto mganen wla eh,negative
2164,weshm3ana ana btrody 3lia bati2,angry
2165,aham haga anha badhkny,positive
2166,haleyan f as3ad lahazat hayaty,happy
2167,w7shne sotk el7lw walhy mn ayam eldros wenty kman,positive
2168,ana fashel fel ba2i bgd,negative
2169,mfesh man3,positive
2170,net bati2,negative
2171,ehlef kda 3ashan bada2t at3asab,angry
2172,mafesh ahla menha,positive
2173,habbi oxembelah,love
2174,helw awi shaghal aho 3ala mbc2,positive
2175,lazm nru7 m3 b3d isa,positive
2176,eih el bot2 dah sara3i shwaya,negative
2177,elhamdollah,positive
2178,m3rfaksh bsraha bs tweets helwa w shklk mohtram,positive
2179,mafish moshkela hader,positive
2180,da 7a2e2y 3agebni,positive
2181,msh 2odam elnas keda,negative
2182,3shan enty nahs ma3rofa ya3ne,negative
2183,yaret walahy kan yanf3 kont aklto fe amsterdam,negative
2184,bhbk aktar,love
2185,bnsm3 23any w 3lyna emt7an physics bokra hatawatar,negative
2186,ana kol el bashrya btetgahlny,negative
2187,dina w bas el hob kolo,love
2188,yoh enty nemty w bt7lamy bayenn,negative
2189,lama el cruch y2oly bhb dehktk bambeset,happy
2190,habeby howa ashan ehna etklmna youmen yb2a bhbk,negative
2191,kafaya law htb3do w t2rbo b mzagko mt2rboosh ml awal ahsan,angry
2192,kolo byban 3la wa2t elgad,neutral
2193,amo hmada gayb hdaya 7elwa ro7y e3mly shopping,positive
2194,isa kher 7abibi w hat2omi belsalama w tkoni zai el fol,positive
2195,byb3t elkalam b3d fatra haga mostafeza,angry
2196,leh ya enas gbty wehsh leh,negative
2197,naytak msh safya,negative
2198,el72 shokoki feeh ba2et tezid,negative
2199,eh al youm al wehesh da,negative
2200,ehdi ya manar hn3rf kman yoman wla 7aga,positive
2201,ana m2drsh 5les 3al malal dah,bored
2202,hanakol eh w hanokhrog feen enhrda,positive
2203,ynfa3 t5aleko f 7alko talabb baseet wlahy,negative
2204,h5dk m3aia el sirk,positive
2205,malk w mal el nass,negative
2206,ah tb3n nta hbibi,love
2207,etkly 3ala alah nfsy aktb sa7bt el3rosa,happy
2208,alhamdulillah ahla yom walahi,happy
2209,sabab tafeh awi,negative
2210,halohool habeby,love
2211,yarab erhamny,negative
2212,la walahy ana 8altana w de a5er mara eny a3ml kda,negative
2213,allahom e5zeek ya shetan,negative
2214,ana fe3lan msh ader asada2,negative
2215,motahamesa awi l farahek bgd,happy
2216,rabena ykhaliko lba3d baheboko,love
2217,3ayza eh fe 3eed el om,positive
2218,a7la moslsal shofto w 3agabetny fekreto l7ad delwa2ty,love
2219,shaklo kan youm 7lwo,positive
2220,narwtly hayate bahbha awi w wahshany gudn wlahe,love
2221,ana 8altana walahy,negative
2222,leah bt2ol kda day2tni,negative
2223,btfhm walhi,positive
2224,khalas baa matsy7lesh kda,negative
2225,leeh y3ny 3ayzin tehra2o dami w khalas,angry
2226,lala mn gher mo2t3a,neutral
2227,fe wa7d delwa2ty awel mara ashufu 7elw awe,positive
2228,batal t3melha 3lshan al nas betedaye2,negative
2229,rakzy 3ndna emthan bokrra yekhrbetk,negative
2230,bkrah el mo7en,negative
2231,shetan 3ala sahkl bani2adam bgd,negative
2232,ayam helwa,positive
2233,gama3a olooli hagat helwa ana mabsouta,happy
2234,msh h2ol 8er enk ro7 alby,love
2235,wallahy mafesh mn l zaha2,bored
2236,shayfa 3ashan teb2y tesada2ini,negative
2237,la wla lama darbt el bnt bl 2lam grty enty,negative
2238,inshallah tekouny kewayessa ba7ebk,love
2239,ybne l sa3a a5oya hyege w ybhdelni lw ml2hash,negative
2240,7afdal andam 3aleeky toul 3omry,negative
2241,tab law omt w gbthalk msh hayehsal kwayes,angry
2242,fere7t far7et el donia el youm da,happy
2243,bgd fe nass amhathum s3ba awe,negative
2244,yabenti eh 2olli ya tante,negative
2245,w lama yeb2o olalat el adab,negative
2246,ana zehe2t mn el bastara di,bored
2247,hafdal zah2ana keda ba2a wala eh,bored
2248,ana msh adra msh ba3mel haga gdida,bored
2249,ana daf3a feloos leh tayeb ashoof egybest ahsan,negative
2250,sah walahy enta betefham,positive
2251,kalamha 3asabni awi,angry
2252,hwa watchit wa2e3,negative
2253,el zahma dih betokhno2ni bgd hasbo,angry
2254,bakrah youm el khamis da b shakl,negative
2255,sabah el kheir el gaw har msh ader,negative
2256,ye3zemni 3ala farah ar2os fi minimum 7 sa3at,happy
2257,3ashan walahy msh tabee3i el zaha2 bta3 kol youm dah,bored
2258,mehtaga azaker zana2t nafsi zan2a soda,negative
2259,bahes eni offended lama nas tekalemni w tatwaqa3 eni arod,negative
2260,yarab nefdal mabsotin keda bgd,happy
2261,menenn helw awi w laye2 aleiki,positive
2262,ana nafsi mehtaga orientation lesa walahy,negative
2263,regala mo2refa,negative
2264,shokran ankazteni,positive
2265,eh el masoora el mat2afaletsh mn embareh di,negative
2266,da ayam el zaman el gameel akid,positive
2267,yabenti enti bet3asabini eskoti ba2a,angry
2268,msh 3arfa mn gher sohaby kont hatee2 el kawkab da ezay,positive
2269,ana msh adra ashtaghal,negative
2270,ana ereft,angry
2271,ana meday2a mashoftsh bahr ba2ali ktir awi,negative
2272,met3asaba ba2ali 3 ayam fi eh,angry
2273,nefsi a3mel live video a3od a3ayat fi bas,negative
2274,msh adra a3mel haga khalis,negative
2275,a3ad ktir awi ye3akesni w dami mahrou2,angry
2276,kont leh kda bgd,negative
2277,walahy la aftah al3ab,positive
2278,yarab atbeset w ykoun helw,positive
2279,el kahraba ata3et fl office el yom kan na2es,negative
2280,mestaneya screenshot,neutral
2281,a3da arfana shwaya,negative
2282,ya habibi alf shokr 3andi kolo delwa2ti law 3ayez haga oli,positive
2283,fataht el account el gedid da la2eeto sahara et3asabt awi,angry
2284,hayati kanet hatb2a alaz b ktir awi law banam 8 sa3at,negative
2285,brb nazla a2ar2ash el gym,positive
2286,bas7a tani youm msh fahma eh el hasal,negative
2287,da yekhreb beet el araf bsaraha,negative
2288,yalahwi baheb mama awi,love
2289,sada2ni mafish had beyhebaha aktar meni,love
2290,khayfa awi mn el mogtama3,negative
2291,ma3rafsh bsaraha zorofha eh bas a3raf enaha mawgooda,neutral
2292,12 pm w fi party lessa shaghala toob 3alena ya rab,negative
2293,saferna w embasatna gidan,happy
2294,sahya laze2 f demaghi el oghneya el wehsha dih,negative
2295,ahel el moshkila di ezay tayeb,negative
2296,walahy 3andi ha2,positive
2297,ay shab hatet soora hnak bi2a,negative
2298,ay shab beyshawer lel camera b soba3o kda lazem yetleghi bardo,negative
2299,ay shab hatet aktar mn soora fl gym ahbal,negative
2300,e3rafi eno lama tenzelo hay3mel nafso azka menek,negative
2301,hayati laziza,positive
2302,nefsi albes el fostan dah bas mehtaga akhes,negative
2303,nos masr kanet fl fayoum enharda,neutral
2304,ya sabah el gamal ya shabab,positive
2305,embareh kont kharga wel gaw kan tohfa,happy
2306,3omri ha3melha tani bsaraha haga qemma fl zaha2,bored
2307,ana msh 3arfa bakoon meday2a mn eh 99 mn el wa2t,negative
2308,begad law shoft ay ragel delwa2ti hafromo msh tay2ahom,angry
2309,hamoot mn el soda3 3ala ba3d bokra bl ktir,negative
2310,hahahahaha dahaktini momkin awi,happy
2311,ana bandeb hazzi msh ba2ool yabakhti a3mel eh taani,negative
2312,eh el 7azz da yarabi,angry
2313,shayfa nafsi wana badisappoint nafsi aho walahy halan aho,negative
2314,hawelt akoon ensana kwayesa,positive
2315,bakrah el zamalek,negative
2316,el office enharda fi aktar mn 8 bani2admeen msh mesada2a nafsi,positive
2317,helm hayati arouh henak,positive
2318,sebni f haly ya zmelaay,negative
2319,bahebo awi,love
2320,di aktar haga mor3eba shoftaha f hayati,negative
2321,msh 3arfa atsaraf ezay khalas,negative
2322,wehyat el khala2ni law maradetsh ba2ali shahren 3omri harod tani f hayati,negative
2323,3eeb ana mekhatata le kol haga,positive
2324,mehtaga afagar el weekend el fat dah mn zakerti,negative
2325,hat ramy zemeelak f belad oroba ma3ak ba2a,neutral
2326,ya morri yana,negative
2327,enta msh kont gai f march,neutral
2328,bsaraha 90 meni bey2ool bala hamm yabenti,positive
2329,el shabab kolaha gaya b 1 w armat gai b khebto,negative
2330,enta begad hato2bod 3alaya,negative
2331,da3awatak ma3ana ya sheikh omar,positive
2332,shokr khas le wael el 2ali kol sana wenti tayeba enharda,positive
2333,ya gama3a hwa ana fa2eera awi wala eh,negative
2334,ha3oum ar2os men el farha walahi,happy
2335,hamdella 3al salama,positive
2336,omal law kont 3amla sad face emoji kont olt eh,negative
2337,shahren bardo mn gher el gouna ktir awi,negative
2338,ya3ni ehh,angry
2339,mabsouta awi,happy
2340,bsaraha el wahid mohrag mn nafso,negative
2341,kont dayman ba2ool kda walahy bas el wahid shaf ktir awi,negative
2342,she2 f montaha el halawa bsaraha,positive
2343,ya rab ehna ghalaba,negative
2344,elgaw tohfa,happy
2345,el montakhab berahto,positive
2346,arga3 youm el talat belel asafer el sobh a3mel eih f hayaty,negative
2347,ahla haga eni asafer ktir keda,positive
2348,hahaha shokran begad,happy
2349,hahkelha ana 3an ma2saweyati hatensa mashaklek,negative
2350,3omrek olteeli 3ayza atfarag 3al match ya rekhma,negative
2351,mafish ay haga kedb,positive
2352,nefsi atfarag 3al match m3 36 bani2adam bas lel asaf 3andi 3 sohab,negative
2353,el wahid 3ala akhro matokhno2onash ba2aaa,angry
2354,nefsi a3ayat mn kotr el ta3ab walahy,negative
2355,wareeni 3ashan badat at3asab,angry
2356,el regala begad ghariba awi awi,negative
2357,wahashni awi salemeeli 3aleh ktir,positive
2358,sabaaah el kheir wel gamal,happy
2359,bashofha bambeset 3alatoul,happy
2360,beyedooni amal kebir awi en hayati tozbot,positive
2361,3ady,neutral
2362,yarab ayami kolaha tefdal sa3ida keda,happy
2363,di shanta,neutral
2364,fedeeha,negative
2365,kol m ashoufo bahes eni met3asab,angry
2366,shoft wait hagebhalak,neutral
2367,el gym buddy bta3i shater awi,positive
2368,lama tekoon met3asab,angry
2369,enti hena wala eh,neutral
2370,ya gama3a ba2a,negative
2371,kont 3ayza akhlas mn el mozakra begad,negative
2372,baheb awi el perfume dih,love
2373,ehna el etnen el judgement bta3na aswa2 mn ba3d b sarahaa,negative
2374,sa3at bansa enak hena,negative
2375,ha2olaha kont batmaran ktir awi,neutral
2376,hahahahahahahaha yabenti dareebet el gamal,positive
2377,hayati kanet hateb2a sada awi mn gher hadeer begad,positive
2378,hazak helw awi,positive
2379,mabda2eyan bas youmi ahsan mn youmko,happy
2380,sahya 3ala khabar khotoobet hadzyaa,happy
2381,3amalha w 3asabni f eskoto shwaya,angry
2382,hahahaha allah 3al halawa,happy
2383,masoora far2a3et f weshi msh 3arfa a2felha,negative
2384,la2etha,positive
2385,el esboo3 fi 7 ayam begad leh el weekend she2 mohem,negative
2386,allah bahr mn el creeps,happy
2387,ah mot men el zaha2 khalas,bored
2388,nefsi ab2a productive maktabi w ahweti wahashooni,negative
2389,bat7ayel 3ala modeeri arooh el maktab ba2ali 5 days,negative
2390,rabena yetamenek ya habebti,positive
2391,msh 3ayza amoot men elzaha2 la2,bored
2392,3ala akhri bsaraha,angry
2393,el wahid msh taye2 nafso,negative
2394,hasa tab ageeb le nafsi el diamond band el nefsi fiha bsaraha,positive
2395,ya3ni eh waraya kol el shoghl dah,negative
2396,wala ana hayathom sa3ba awi,negative
2397,leeh fi hasharat kebira gamb sereeri,negative
2398,yalla ba2a msh adra atnafesss men el farha,happy
2399,leh hayati underwhelming kda ya rab,negative
2400,akher soora 3andi el ba2i kolo videos,neutral
2401,bala ghazala bala beta3 3ala belel wenaby,angry
2402,kfaya hekd ba2a erhamouna,angry
2403,el wahid begad hatta law abad 3 marrat fl shahr hayefdal fa2eer,negative
2404,nefsi afham el rain jacket da leh lesa msh f dolaby,negative
2405,khafeit w hanzel aboos torab el gym,happy
2406,helemt en el yacht el kont fih ghere2,negative
2407,leh as7a badri mn gher ay hadaf,angry
2408,awel haga ha3melha lama akhef eni harooh lel coiffure a3mel sha3ri,positive
2409,ouffff,angry
2410,tamenni 3aleh lama yerga3 balado hasa b mas2oleya kebira awi,positive
2411,ya omar enta sharabto eih,negative
2412,enta bt3mel fih eh yabni,neutral
2413,kont motahamesa awi lel shorba w tel3et ehbat,negative
2414,eh ba3d 7 law talabt haga b ahwa 3omri ha3raf anam,negative
2415,msh 3arfa meen btetkalem bsaraha,neutral
2416,kan gai f wa2t sah awi,positive
2417,hassa demaghi hatfar2a3 sika bas,negative
2418,karsaa,angry
2419,3ayza a3ayat mn kotr el ta3ab ahla mesa 3aleki ya 2022,negative
2420,edeelo ya m3alem,positive
2421,eh da fi eh el hasal,negative
2422,mehtaga a2adem shakwa,negative
2423,3ayza 60 alf geneh ageeb kol el khawatem el 3agbani halan,neutral
2424,enharda aktar youm momel f hayati,bored
2425,el wahid haymoot mn el zaha2 fi eh,bored
2426,bsaraha latif awi,positive
2427,ya omar fen el haga,angry
2428,ana msh 3ayza,neutral
2429,law kharagna hambeset,positive
2430,yalahwi khamas seneen masalan,negative
2431,match gamed awi,positive
2432,hawala3 f nafsi shwaya,negative
2433,eih el ksouf dah,negative
2434,bsaraha sa3at bakoon zai el amar,positive
2435,gebt gazma makontsh a3raf eni 3ayzaha gher lama heya warethali,positive
2436,hasa eni tayha f zayed begad 3ayza fer2et enqaz,negative
2437,matrohish khotooba mate3rafish fiha gher el 3aroosa tani,negative
2438,el ye3raf elbent dih yetwasatli 3andaha,positive
2439,begad 3omri kan nefsi aksab haga awi kda abl kda,positive
2440,ana f ghayet sa3adti haleyan,happy
2441,leh mekasela a3mel kola haga,negative
2442,msh adra at7akem f domoo3i haleyan,negative
2443,nefsi atabtab 3aleh awi ya gama3a,positive
2444,hasa eni dakhalt 3alam el tiktok met2akhar awi,negative
2445,sabah el kheir ya gama3a ana nefsi anam,neutral
2446,gaw el safar dah,neutral
2447,yekrem aslek,positive
2448,rabena yogbor b khatrek,positive
2449,magash f bali dah ashkorekk,positive
2450,ageeb gazma moreeha menen,neutral
2451,khoft as2al w amoot abl m albeso,negative
2452,hageeb fostan mn hnak emta,neutral
2453,haketlaha ya benti,neutral
2454,kesbet m3ana f seba2 el sana di ba3d kanet moktase7a,positive
2455,msh fahma el wahid kan rady leh,negative
2456,begad karsa ya shabab,negative
2457,haykoono el sabab f eflasi,angry
2458,mata7amastsh kda lel new years mn sa3et etwaladt ta2reeban,happy
2459,baheb nirvana awi awi begad,love
2460,ana shababi etkhataf meni el sana di,negative
2461,el esboo3 da el wahid metdas 3ala wesho bsaraha,negative
2462,ma3aki maya,neutral
2463,da 3ashan el wahid neyeto safya bas,positive
2464,el wahid mestrayah,positive
2465,bas ba2a ya shabab wenaby,angry
2466,mabahbsh el kebda aslan,negative
2467,laaa el tehina heya el magarbtahash m3ah,neutral
2468,el credit card da ethan aktar mn ay haga fl donia begad,negative
2469,dah wala el kolo ahmar,neutral
2470,el coiffure kalemooni enharda basatouni,happy
2471,ana makontsh lazem atfarag 3ala avengers,negative
2472,ana kan 3andi as2ela ktir awi bas olt alf mabrook lel 3aroseen bardo,positive
2473,bakol pizza el sa3a 730 el sobh,neutral
2474,ana mabsouta di ahsan haga hasalet f hayati f 2021,happy
2475,ah begad kan fayetni ktir awi,negative
2476,e3melolha el heya 3ayzah,positive
2477,hasah hwa nafso nafs el shakhs,neutral
2478,shatoora ya rozaaa,positive
2479,la khalas maba2ash mn howayati,negative
2480,kan beyb2a shaklo hilw youm fl sana masalan,negative
2481,aywa momken dah,neutral
2482,gahza asharek,positive
2483,mosamem eno y3asabni f3lan,angry
2484,ali elbes dah,neutral
2485,esmek delwa2ti helw aslun,positive
2486,kan esmek eh sa3etha,neutral
2487,hwa ana etkhatabt emta walahy,neutral
2488,kolaha ehteyagat,neutral
2489,msh 3arfa ab2a mowazafa begad,negative
2490,la msh tabee3i begad ana metghadeya enharda talat marat w ga3ana,angry
2491,ana leh ga3ana tool el wa2t,angry
2492,wareeeeeni,angry
2493,haga qemma fl estefzaz bsaraha,negative
2494,manteji yabenti,negative
2495,hasa en di ahla haga,positive
2496,mashoftsh aswa2 mn ekhteyarati fl 7ayah begad,positive
2497,masr di kaboos begad,negative
2498,ana shakli baheb el khabooti wala ehh,love
2499,ana amoora awi 3al bayhsali f hayati da begad,negative
2500,da as3ad khabar seme3to el shahr dah,happy
2501,begad mosali awi,positive
2502,ana kan eh el khalani akhod elmada dih bas ya rabi,negative
2503,haraga3,negative
2504,ayza arouh 3amatan,positive
2505,ana msh mas2oola 3an ghaba2ak,negative
2506,nefsi eloghneya dih tetla3 mn demaghi,negative
2507,enta msh 3aref te3melha le nafsak hatta,negative
2508,azon eni mehtaga had yesa3edni,neutral
2509,ta3ali,neutral
2510,ta2reeban 3ayza arooh dubai tani,positive
2511,sah keda helw awi,positive
2512,3ayza da yehsal halan,positive
2513,hahahahahahh kont hassa,happy
2514,da anhi,neutral
2515,lessa kont bafakar a3mel 3eid miladha henak,neutral
2516,wala yehemak 3adi,positive
2517,banat el nas msh le3ba,negative
2518,bt2ooli eh,neutral
2519,la yabni ba2olak maloush 3laka,neutral
2520,inshallah hatofrag,positive
2521,mn awhash  talat mawaqef hasalooli f hayati,negative
2522,gahza yabenti,positive
2523,sabah el kheir ya katakeet ya rab yekoon youm amar 3alena kolena,positive
2524,ya3ni eh aslan,neutral
2525,rege3t f kalami kalt moza,negative
2526,yess 3ayza akoon mabsoota,happy
2527,ana farkesht abl m adkhol elgeish,negative
2528,roht el gym akhiran,happy
2529,shokran 3ala elhagat dih bgd,positive
2530,embareh kont a3da bagled zati mn gher ay sabab,negative
2531,lesa bahebaha 3amatan,love
2532,hahaha kan mn ahla talat ayam f hayati,happy
2533,elmasryin alzaz nas bgd,positive
2534,3ayza rehti teb2a hilwa,positive
